Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
25.21,33.5,243.69,713.88,24.22,15.32,21.83,31.72,67.33,39.13,38.43,0.0,301.46,279.89,0.0,647.05
26.26,30.75,226.44,724.31,22.96,13.32,23.03,39.01,75.86,33.99,0.0,0.0,293.68,0.0,0.0,652.71
26.85,28.75,183.0,744.94,21.37,12.25,23.9,46.05,76.25,32.44,0.0,0.0,240.4,0.0,0.0,701.47
27.06,28.0,135.56,747.31,19.35,11.8,23.49,51.76,75.64,33.02,0.0,0.0,166.74,0.0,0.0,691.28
26.73,28.0,90.44,723.5,18.09,10.57,22.09,54.7,81.88,36.13,0.0,0.0,106.04,0.0,0.0,606.71
25.75,28.62,64.62,590.44,16.53,10.03,21.96,61.31,89.33,37.19,0.0,0.0,73.09,0.0,0.0,521.02
24.3,31.5,38.69,281.81,15.17,10.2,19.71,68.04,89.07,43.8,0.0,19.34,30.11,0.0,106.06,264.95
22.7,39.88,0.0,0.0,13.6,12.31,17.75,74.37,76.86,53.45,0.0,60.56,0.0,0.0,584.15,0.0
21.1,47.12,0.0,0.0,12.47,13.62,18.44,75.13,76.24,52.09,0.0,86.69,0.0,0.0,685.13,0.0
19.56,50.88,0.0,0.0,11.78,15.94,17.35,75.76,64.74,54.61,0.0,137.57,0.0,0.0,700.14,0.0
18.0,55.12,0.0,0.0,10.83,18.87,15.65,80.38,50.69,61.04,0.0,201.83,0.0,0.0,744.22,0.0
16.4,62.0,0.0,0.0,10.28,20.01,14.94,87.79,46.56,64.36,0.0,246.71,0.0,0.0,679.41,0.0
15.05,68.75,0.0,0.0,10.32,21.63,13.1,88.28,39.69,75.91,19.51,297.38,0.0,107.03,638.31,0.0
13.85,72.88,0.0,0.0,12.11,22.74,13.86,77.99,34.74,70.78,59.72,287.68,0.0,576.05,639.38,0.0
12.65,74.0,0.0,0.0,13.92,23.46,12.43,74.68,33.53,73.82,88.63,233.3,0.0,700.41,680.73,0.0
11.76,75.88,0.0,0.0,16.18,23.34,11.82,63.68,33.38,73.32,139.98,164.97,0.0,712.38,683.92,0.0
11.06,78.88,0.0,0.0,18.61,22.47,10.95,51.65,35.19,73.13,198.26,109.12,0.0,731.05,624.3,0.0
10.49,86.25,0.0,0.0,20.06,21.9,12.41,46.41,37.35,59.32,247.55,72.79,0.0,681.71,518.91,0.0
10.43,87.5,19.69,108.0,21.53,20.1,10.32,39.97,42.65,65.23,295.35,31.0,27.98,633.93,272.72,15.57
11.94,79.12,58.88,567.94,22.59,18.35,12.07,35.12,51.35,59.39,284.69,0.0,130.65,632.72,0.0,85.84
14.18,73.12,90.56,715.69,23.24,18.01,13.66,34.08,53.8,56.1,229.74,0.0,230.04,670.37,0.0,125.88
16.38,62.62,142.38,724.62,23.27,16.92,15.12,33.57,56.43,50.74,164.08,0.0,296.54,680.24,0.0,194.71
18.39,52.62,194.69,717.88,22.67,15.52,17.64,34.72,61.58,42.79,110.65,0.0,370.65,633.09,0.0,243.42
20.1,46.25,248.38,684.0,21.87,14.65,20.04,37.42,65.74,38.32,72.65,0.0,398.78,517.86,0.0,409.78
21.45,40.25,293.31,629.56,20.29,13.34,20.16,42.08,74.64,39.22,31.44,0.0,333.06,276.61,0.0,445.0
22.46,35.5,281.69,626.06,18.64,13.38,21.03,50.3,73.39,36.18,0.0,0.0,294.31,0.0,0.0,494.15
23.05,34.62,226.19,660.0,17.79,12.34,23.72,54.65,74.28,28.01,0.0,0.0,282.39,0.0,0.0,584.87
23.2,33.75,163.19,676.56,16.7,11.82,22.72,57.34,73.35,28.39,0.0,0.0,165.61,0.0,0.0,642.06
22.83,34.25,112.19,641.88,15.46,11.21,23.29,61.85,71.82,26.03,0.0,0.0,98.59,0.0,0.0,723.93
21.85,37.5,72.5,516.81,14.5,11.77,23.69,66.43,62.29,24.62,0.0,0.0,55.2,0.0,0.0,755.98
20.46,41.5,31.88,280.5,13.46,10.79,21.53,74.01,63.17,28.24,0.0,28.99,26.39,0.0,16.13,443.27
18.9,49.25,0.0,0.0,13.14,12.22,20.17,74.69,58.75,34.11,0.0,132.1,0.0,0.0,86.79,0.0
17.61,55.5,0.0,0.0,12.3,13.87,20.46,74.52,55.3,34.03,0.0,233.52,0.0,0.0,127.79,0.0
16.51,58.25,0.0,0.0,11.81,15.52,18.67,73.36,49.37,38.05,0.0,305.52,0.0,0.0,200.6,0.0
15.41,62.12,0.0,0.0,11.34,17.59,15.73,71.16,42.95,47.59,0.0,369.23,0.0,0.0,242.49,0.0
14.38,67.12,0.0,0.0,11.45,19.62,16.62,63.77,39.53,45.24,0.0,387.55,0.0,0.0,398.24,0.0
13.56,73.38,0.0,0.0,11.03,20.48,15.04,62.15,38.36,49.8,29.5,341.06,0.0,16.41,455.69,0.0
12.93,76.0,0.0,0.0,12.29,21.59,12.25,58.44,34.84,60.29,132.83,307.12,0.0,87.27,515.67,0.0
12.26,74.75,0.0,0.0,13.97,23.37,11.83,54.9,28.76,62.1,235.26,275.6,0.0,128.74,570.81,0.0
11.81,73.38,0.0,0.0,15.72,23.15,9.99,48.69,27.57,69.42,310.01,171.02,0.0,203.55,663.06,0.0
11.45,70.5,0.0,0.0,17.56,23.47,10.95,43.04,25.71,64.56,368.52,99.89,0.0,242.03,733.47,0.0
11.18,65.25,0.0,0.0,19.41,23.41,10.09,40.14,25.12,68.4,381.93,54.16,0.0,392.46,741.74,0.0
11.23,61.12,30.0,16.69,20.64,21.78,11.26,37.93,27.74,62.73,345.06,26.88,29.66,461.04,451.61,74.65
12.36,58.12,133.56,87.75,21.87,20.4,12.48,34.17,33.55,58.64,313.53,0.0,99.97,526.43,0.0,399.07
14.06,54.5,237.0,129.69,23.19,19.85,14.65,29.13,35.64,51.16,272.2,0.0,162.27,563.78,0.0,567.75
15.89,48.0,314.5,206.5,23.37,18.35,14.85,27.16,38.97,50.39,173.73,0.0,182.96,673.56,0.0,569.88
17.54,43.12,367.81,241.56,23.56,16.28,17.35,25.54,45.85,40.78,100.54,0.0,279.11,738.23,0.0,538.61
19.23,40.75,376.31,386.69,23.28,16.06,19.57,25.37,47.18,34.0,53.64,0.0,320.92,734.62,0.0,621.96
20.78,37.5,349.06,466.38,21.91,14.71,20.59,27.5,51.03,32.39,27.13,0.0,323.75,455.77,0.0,577.1
22.11,33.5,319.94,537.19,20.52,12.77,21.24,33.28,58.2,30.8,0.0,0.0,345.18,0.0,0.0,484.71
23.04,29.5,268.81,556.75,19.55,11.95,21.41,36.44,61.61,30.74,0.0,0.0,365.48,0.0,0.0,295.75
23.55,26.75,176.44,684.06,18.19,10.63,22.09,39.42,66.52,29.21,0.0,0.0,329.48,0.0,0.0,284.32
23.64,25.38,101.19,743.0,16.55,10.75,20.66,44.99,65.53,32.17,0.0,0.0,207.42,0.0,0.0,291.57
23.16,25.62,53.12,727.5,15.79,10.07,18.76,48.15,68.51,36.18,0.0,0.0,115.39,0.0,0.0,152.21
22.02,27.25,27.38,459.94,14.55,10.62,18.63,51.64,65.87,37.73,0.0,28.42,40.27,0.0,71.55,140.0
20.62,33.0,0.0,0.0,13.03,11.89,18.04,57.16,61.32,41.3,0.0,96.11,0.0,0.0,383.66,0.0
19.29,37.25,0.0,0.0,12.0,13.98,16.24,61.37,53.89,48.66,0.0,155.14,0.0,0.0,542.78,0.0
18.05,39.88,0.0,0.0,10.95,15.14,14.04,65.07,49.38,57.11,0.0,186.92,0.0,0.0,582.22,0.0
16.79,44.12,0.0,0.0,10.65,17.27,12.77,66.01,41.01,63.97,0.0,277.52,0.0,0.0,535.56,0.0
15.55,49.12,0.0,0.0,10.06,19.2,11.88,68.56,34.94,70.79,0.0,312.93,0.0,0.0,606.48,0.0
14.41,52.25,0.0,0.0,10.3,20.38,12.82,67.43,32.89,66.07,27.81,319.1,0.0,69.99,568.8,0.0
13.25,56.12,0.0,0.0,11.6,21.17,9.98,62.66,30.96,79.35,94.18,343.43,0.0,375.95,482.26,0.0
12.05,61.12,0.0,0.0,13.64,21.44,9.19,55.25,30.68,82.13,151.57,366.18,0.0,530.29,296.31,0.0
11.22,63.62,0.0,0.0,15.29,21.69,10.25,48.88,30.11,75.95,188.9,320.49,0.0,588.39,276.57,0.0
10.56,66.5,0.0,0.0,17.23,20.78,9.47,41.13,31.89,80.18,276.73,209.24,0.0,534.03,294.13,0.0
10.05,68.62,0.0,0.0,19.02,19.38,9.98,35.41,34.72,77.77,308.93,120.98,0.0,598.74,159.57,0.0
10.03,69.0,27.19,68.44,20.28,18.62,9.58,33.13,37.74,82.65,316.77,40.26,34.68,564.65,139.97,62.92
11.35,64.0,92.25,368.25,21.13,17.65,10.44,31.04,42.53,78.62,342.56,0.0,123.13,481.03,0.0,276.91
13.35,56.62,148.0,517.81,21.45,16.17,11.4,30.65,48.89,73.72,366.53,0.0,218.51,296.6,0.0,198.65
15.41,48.38,190.88,594.56,21.48,14.51,14.96,30.55,55.31,55.12,315.99,0.0,321.92,272.69,0.0,290.31
17.2,41.25,275.94,532.5,20.84,13.31,16.96,31.76,61.68,46.8,210.15,0.0,360.4,295.41,0.0,419.85
18.86,35.88,304.94,591.0,19.69,12.35,17.74,33.98,68.58,45.37,123.77,0.0,353.84,163.26,0.0,459.83
20.19,33.38,314.44,560.5,18.62,12.34,18.28,37.75,68.47,43.98,40.25,0.0,308.99,139.95,0.0,526.48
21.1,31.12,341.69,479.81,17.46,10.56,20.21,43.14,76.3,38.62,0.0,0.0,281.34,0.0,0.0,587.83
21.46,30.62,366.88,296.88,16.14,9.76,21.27,49.01,79.01,37.62,0.0,0.0,235.23,0.0,0.0,620.19
21.31,31.0,311.5,268.81,14.75,9.99,22.53,54.4,77.42,34.7,0.0,0.0,216.29,0.0,0.0,608.69
20.89,31.62,211.06,296.69,13.58,9.38,20.29,60.53,80.72,41.09,0.0,0.0,157.78,0.0,0.0,408.99
19.95,33.25,126.56,166.94,12.58,9.43,19.19,67.48,81.14,45.26,0.0,0.0,98.28,0.0,0.0,251.24
18.62,37.75,40.25,139.94,12.1,9.3,19.36,69.68,84.33,43.9,0.0,34.03,44.26,0.0,61.74,86.35
17.29,43.75,0.0,0.0,10.85,10.51,17.8,74.77,78.25,52.78,0.0,123.72,0.0,0.0,278.24,0.0
16.11,49.12,0.0,0.0,10.05,11.98,16.74,77.44,70.86,59.24,0.0,228.53,0.0,0.0,207.76,0.0
14.95,53.5,0.0,0.0,9.86,14.6,15.39,78.15,56.62,64.43,0.0,314.02,0.0,0.0,283.18,0.0
13.81,59.38,0.0,0.0,9.33,16.48,15.04,80.98,48.53,63.9,0.0,348.83,0.0,0.0,406.36,0.0
12.78,66.38,0.0,0.0,9.15,17.72,15.61,82.82,45.43,64.0,0.0,353.32,0.0,0.0,459.17,0.0
11.9,70.88,0.0,0.0,9.17,18.81,13.78,85.16,42.43,72.0,33.7,321.65,0.0,61.15,548.05,0.0
11.1,73.25,0.0,0.0,10.54,20.37,14.16,78.06,38.19,65.52,124.02,284.67,0.0,278.9,594.79,0.0
10.3,75.88,0.0,0.0,12.28,21.27,13.19,69.43,37.62,69.66,233.55,235.24,0.0,212.32,620.22,0.0
9.75,78.88,0.0,0.0,14.41,22.03,11.11,57.37,36.04,81.39,310.07,209.05,0.0,279.62,588.31,0.0
9.29,81.25,0.0,0.0,16.24,20.81,12.27,49.39,39.67,75.2,343.04,164.11,0.0,399.62,425.4,0.0
8.91,84.5,0.0,0.0,17.71,19.82,11.56,45.47,43.38,84.55,353.07,103.17,0.0,458.83,263.75,0.0
9.05,86.0,33.38,60.56,19.07,19.2,11.75,41.65,44.39,87.62,327.98,43.78,30.51,558.84,85.42,16.01
10.57,77.88,124.31,279.56,20.45,17.71,13.38,37.97,53.14,79.1,286.33,0.0,135.65,598.27,0.0,84.81
12.53,68.0,238.56,216.88,21.27,16.67,13.46,37.62,59.56,80.4,235.24,0.0,223.77,620.23,0.0,89.85
14.26,58.12,306.12,276.06,21.78,15.63,15.41,36.71,63.34,66.49,205.43,0.0,314.34,578.13,0.0,114.86
16.03,50.25,337.25,392.88,21.07,15.07,16.87,38.96,63.76,58.01,167.27,0.0,373.8,433.6,0.0,126.42
17.7,45.5,352.81,458.5,20.14,14.93,19.73,42.44,67.44,49.69,105.61,0.0,450.08,270.0,0.0,131.28
19.3,40.88,334.31,569.62,19.13,13.74,18.88,44.63,72.25,63.9,43.55,0.0,396.51,84.96,0.0,86.09
20.52,37.75,288.0,601.75,17.66,13.62,21.18,53.32,68.26,52.08,0.0,0.0,458.06,0.0,0.0,163.85
21.27,37.62,235.25,620.25,16.63,12.88,21.62,59.72,71.27,43.83,0.0,0.0,393.73,0.0,0.0,265.29
21.56,37.38,201.81,567.94,15.75,11.68,21.59,62.8,78.32,42.17,0.0,0.0,282.05,0.0,0.0,402.8
21.29,38.25,170.44,441.81,15.09,12.08,20.94,63.69,76.23,44.06,0.0,0.0,145.01,0.0,0.0,510.87
20.41,41.5,108.06,276.25,14.59,11.59,21.2,69.16,84.4,42.3,0.0,0.0,99.85,0.0,0.0,482.09
19.06,44.88,43.31,84.5,13.71,11.72,20.2,72.37,87.81,45.41,0.0,30.45,43.4,0.0,15.97,343.2
17.62,53.5,0.0,0.0,13.35,13.05,18.19,69.63,81.05,51.99,0.0,132.61,0.0,0.0,82.91,0.0
16.6,59.88,0.0,0.0,12.72,13.96,18.89,72.07,77.7,49.85,0.0,232.45,0.0,0.0,93.33,0.0
15.86,62.25,0.0,0.0,11.97,15.77,17.31,76.78,64.87,53.88,0.0,322.83,0.0,0.0,117.96,0.0
15.1,63.62,0.0,0.0,11.99,17.27,14.31,76.74,56.44,65.66,0.0,385.09,0.0,0.0,130.24,0.0
14.3,70.88,0.0,0.0,11.6,19.3,15.59,84.32,51.34,61.34,0.0,436.85,0.0,0.0,127.42,0.0
13.69,72.5,0.0,0.0,11.7,19.19,13.27,87.9,62.51,70.18,30.41,405.95,0.0,15.96,88.14,0.0
13.12,71.0,0.0,0.0,12.88,20.69,12.91,82.02,54.04,69.35,131.08,443.06,0.0,81.95,158.49,0.0
12.59,72.88,0.0,0.0,14.21,21.25,12.09,76.35,45.04,73.01,236.78,383.96,0.0,95.07,258.7,0.0
12.21,75.25,0.0,0.0,15.95,21.5,11.09,64.06,42.46,74.63,327.07,280.15,0.0,119.51,400.09,0.0
11.91,77.25,0.0,0.0,17.47,21.28,9.38,55.66,43.03,81.91,390.73,148.76,0.0,132.15,524.06,0.0
11.61,84.25,0.0,0.0,19.08,21.24,8.06,52.17,42.15,92.88,430.24,100.21,0.0,125.49,483.79,0.0
11.69,88.0,30.38,15.94,19.35,20.35,10.16,61.81,44.96,84.78,410.66,43.86,28.47,89.17,346.79,2.41
12.74,83.0,129.56,81.0,20.44,18.79,9.88,55.02,49.94,92.75,435.56,0.0,102.39,155.8,0.0,8.96
14.43,75.0,241.12,96.81,21.07,18.51,9.46,45.65,51.3,95.24,379.08,0.0,145.12,255.41,0.0,5.78
16.1,63.25,331.31,121.06,21.45,17.09,11.89,42.6,54.75,75.1,279.2,0.0,258.12,398.74,0.0,24.63
17.64,54.88,396.38,134.06,21.45,15.01,12.23,42.52,62.7,77.87,150.63,0.0,260.06,530.65,0.0,26.01
18.89,53.0,423.62,123.56,21.27,15.0,13.04,42.07,64.17,81.81,100.38,0.0,401.15,484.65,0.0,93.89
19.49,61.12,415.38,90.19,20.42,13.29,14.54,44.73,70.09,70.03,44.08,0.0,436.99,348.58,0.0,170.42
20.23,56.0,428.06,153.12,19.09,12.55,16.46,48.91,71.23,57.67,0.0,0.0,430.11,0.0,0.0,408.47
20.91,46.25,374.19,252.12,18.32,11.58,18.33,52.02,75.88,50.04,0.0,0.0,292.76,0.0,0.0,821.74
21.41,42.75,278.25,397.38,16.98,10.69,19.22,55.19,76.88,45.42,0.0,0.0,218.76,0.0,0.0,694.25
21.6,42.0,152.5,537.25,15.35,9.56,17.33,61.23,80.89,51.25,0.0,0.0,157.25,0.0,0.0,436.91
21.29,42.0,100.56,485.5,14.7,8.68,17.59,65.58,89.13,57.74,0.0,0.0,117.25,0.0,0.0,72.59
20.48,44.5,44.31,350.38,13.3,9.67,17.56,70.05,87.95,69.43,0.0,27.55,46.06,0.0,2.33,23.56
19.35,47.88,0.0,0.0,12.36,9.9,16.33,72.18,92.57,77.32,0.0,102.6,0.0,0.0,8.98,0.0
18.15,52.75,0.0,0.0,11.33,10.12,14.69,77.32,91.12,79.99,0.0,152.72,0.0,0.0,6.08,0.0
16.89,55.62,0.0,0.0,10.49,11.82,13.53,78.0,75.49,79.16,0.0,256.81,0.0,0.0,24.51,0.0
15.65,59.75,0.0,0.0,9.64,12.34,11.63,80.39,77.25,82.73,0.0,262.22,0.0,0.0,26.22,0.0
14.45,67.0,0.0,0.0,8.99,13.2,10.92,87.26,80.91,79.21,0.0,405.79,0.0,0.0,94.97,0.0
13.31,70.0,0.0,0.0,9.43,14.55,9.67,89.53,70.02,80.53,27.08,437.09,0.0,2.29,170.46,0.0
12.21,73.12,0.0,0.0,9.92,16.09,9.05,92.47,59.27,79.77,102.71,419.34,0.0,8.99,398.23,0.0
11.11,78.75,0.0,0.0,10.46,17.74,6.53,89.06,52.33,93.68,156.51,281.44,0.0,6.23,789.97,0.0
10.32,79.12,0.0,0.0,11.78,18.65,6.48,75.69,47.46,91.58,256.16,210.44,0.0,24.44,667.84,0.0
9.72,79.88,0.0,0.0,12.4,17.9,4.91,76.93,49.32,97.86,263.3,164.25,0.0,26.33,456.36,0.0
9.25,85.38,0.0,0.0,13.28,17.61,5.45,80.45,57.68,91.44,408.12,117.37,0.0,95.52,72.67,0.0
9.22,91.12,26.62,2.25,14.55,17.13,5.89,70.01,71.72,88.04,437.14,44.72,38.42,170.48,22.87,82.93
9.93,92.38,102.81,9.0,15.91,16.1,5.75,60.08,78.66,92.74,413.95,0.0,94.99,393.12,0.0,416.62
10.74,87.0,160.31,6.38,17.45,14.69,8.05,53.48,79.99,80.34,275.78,0.0,89.57,774.08,0.0,664.34
11.75,75.88,255.5,24.38,18.36,13.46,12.55,48.48,79.58,54.34,206.28,0.0,126.25,654.64,0.0,870.52
12.45,76.62,264.38,26.44,18.18,11.87,13.15,48.35,81.37,50.05,167.75,0.0,157.62,466.09,0.0,768.9
13.35,80.0,410.44,96.06,17.61,10.85,16.22,57.65,79.61,39.57,117.44,0.0,210.3,72.71,0.0,828.66
14.55,70.0,437.19,170.5,16.92,9.61,16.88,72.86,80.89,38.74,44.05,0.0,210.8,22.53,0.0,774.24
15.75,60.88,408.56,388.0,15.98,8.65,16.9,79.33,82.14,40.82,0.0,0.0,199.09,0.0,0.0,693.2
17.2,54.62,270.12,758.19,14.69,6.74,17.72,80.0,92.34,37.41,0.0,0.0,185.88,0.0,0.0,685.56
18.11,49.5,202.12,641.44,13.42,6.21,18.51,79.79,93.42,35.48,0.0,0.0,148.13,0.0,0.0,715.52
18.43,47.38,171.25,475.81,11.99,5.09,17.04,80.68,96.62,39.17,0.0,0.0,94.85,0.0,0.0,622.03
17.62,57.62,117.5,72.75,10.82,5.06,17.37,79.8,94.16,35.07,0.0,0.0,70.87,0.0,0.0,562.65
16.73,74.0,43.38,22.19,9.58,5.3,15.25,81.07,92.08,40.81,0.0,36.93,32.71,0.0,79.72,305.23
15.88,80.0,0.0,0.0,8.46,6.12,12.87,83.32,90.43,49.92,0.0,97.62,0.0,0.0,428.15,0.0
14.69,80.0,0.0,0.0,6.84,8.52,11.55,91.67,77.79,60.0,0.0,92.81,0.0,0.0,688.42,0.0
13.39,80.0,0.0,0.0,6.08,11.95,11.66,94.33,56.86,61.47,0.0,121.32,0.0,0.0,836.48,0.0
12.09,80.0,0.0,0.0,5.18,13.36,10.04,96.0,49.33,63.6,0.0,160.0,0.0,0.0,780.51,0.0
10.79,80.0,0.0,0.0,4.86,15.77,8.14,95.52,40.91,70.76,0.0,204.03,0.0,0.0,803.92,0.0
9.55,81.25,0.0,0.0,5.0,16.88,8.83,94.1,38.75,66.25,36.19,210.77,0.0,78.11,774.15,0.0
8.29,84.5,0.0,0.0,6.3,17.42,6.8,89.28,39.41,76.05,98.93,207.07,0.0,433.92,721.01,0.0
6.93,91.0,0.0,0.0,8.76,18.1,6.25,76.52,36.45,76.85,94.44,191.16,0.0,700.46,705.03,0.0
5.96,95.25,0.0,0.0,11.65,18.56,6.66,58.12,35.37,71.88,118.85,148.62,0.0,819.46,717.91,0.0
5.26,95.38,0.0,0.0,13.46,17.66,4.72,48.98,37.58,82.94,161.19,99.42,0.0,786.31,652.05,0.0
4.69,96.88,0.0,0.0,15.55,17.31,6.57,41.58,35.22,70.35,200.89,70.56,0.0,791.56,560.2,0.0
4.75,96.12,35.44,76.5,16.88,15.5,5.44,38.75,40.1,75.94,210.76,33.32,34.02,774.1,310.99,88.49
6.46,88.12,100.25,439.69,17.68,13.51,7.9,38.71,47.84,68.03,211.07,0.0,91.08,734.91,0.0,520.44
8.96,75.25,96.06,712.5,18.29,12.2,10.62,35.98,57.44,61.48,193.8,0.0,68.14,714.77,0.0,801.12
11.4,59.38,116.38,802.44,18.58,11.65,14.61,35.31,61.49,46.46,148.87,0.0,92.55,719.11,0.0,956.6
13.55,48.62,162.38,792.12,17.97,10.25,16.78,36.79,62.68,39.63,101.71,0.0,116.94,667.05,0.0,957.88
15.36,42.25,197.75,779.19,17.28,8.72,19.19,35.3,68.07,35.48,70.4,0.0,137.84,558.98,0.0,985.98
16.88,38.75,210.75,774.06,15.63,8.58,18.99,39.74,67.43,37.47,33.63,0.0,120.19,313.87,0.0,872.82
17.9,38.0,215.06,748.81,13.83,7.25,20.6,46.79,73.77,33.7,0.0,0.0,110.75,0.0,0.0,912.28
18.45,35.5,196.44,724.5,12.53,6.62,22.68,56.16,74.93,29.26,0.0,0.0,104.01,0.0,0.0,998.12
18.6,35.25,149.12,720.31,11.65,6.55,23.04,61.49,72.44,29.33,0.0,0.0,79.96,0.0,0.0,990.37
18.23,36.0,104.0,682.06,10.36,5.41,22.54,62.21,79.22,31.26,0.0,0.0,58.76,0.0,0.0,929.75
17.25,35.38,70.25,557.75,9.0,6.12,21.17,66.72,72.74,33.54,0.0,0.0,45.57,0.0,0.0,763.93
15.74,39.38,33.94,316.75,8.46,5.68,19.35,68.03,74.66,37.63,0.0,34.64,27.98,0.0,90.09,450.53
14.1,45.75,0.0,0.0,7.47,7.91,17.23,72.64,68.02,44.02,0.0,91.1,0.0,0.0,520.56,0.0
12.81,54.88,0.0,0.0,6.8,10.72,14.72,73.96,61.05,57.14,0.0,68.63,0.0,0.0,806.87,0.0
11.65,61.5,0.0,0.0,6.5,14.05,16.02,72.72,48.48,53.94,0.0,89.12,0.0,0.0,921.15,0.0
10.45,61.75,0.0,0.0,5.75,16.34,13.94,77.36,40.94,63.0,0.0,113.53,0.0,0.0,929.94,0.0
9.25,65.38,0.0,0.0,5.9,18.6,12.13,73.93,37.12,72.59,0.0,132.48,0.0,0.0,947.64,0.0
8.36,68.62,0.0,0.0,5.81,19.38,11.93,74.02,36.48,71.38,34.94,123.72,0.0,90.89,898.44,0.0
7.66,71.5,0.0,0.0,7.91,20.8,11.43,68.01,33.23,70.72,91.11,112.4,0.0,520.63,925.92,0.0
6.96,73.0,0.0,0.0,10.77,22.21,9.76,60.83,30.32,78.19,68.88,100.73,0.0,809.74,966.59,0.0
6.45,73.0,0.0,0.0,13.77,22.53,8.61,49.49,30.47,83.26,87.41,77.26,0.0,903.42,956.91,0.0
6.05,75.5,0.0,0.0,16.13,22.12,9.39,41.6,32.25,79.34,111.83,57.1,0.0,915.97,903.5,0.0
5.71,75.12,0.0,0.0,18.3,20.95,7.48,37.93,34.08,97.4,129.8,44.88,0.0,928.48,752.37,0.0
5.91,73.38,35.25,91.69,19.57,19.26,10.15,35.99,37.87,81.77,125.49,27.8,40.5,911.25,447.67,38.03
7.91,68.0,91.12,520.69,20.9,17.27,10.53,32.99,43.88,81.07,113.23,0.0,124.91,932.74,0.0,280.59
10.81,60.62,69.12,812.62,21.97,15.37,11.96,30.85,54.7,74.55,99.08,0.0,142.0,950.83,0.0,681.9
13.53,50.5,85.69,885.69,22.28,15.48,14.78,31.05,56.22,57.45,75.91,0.0,107.45,940.17,0.0,863.19
15.94,42.25,110.12,902.0,21.91,13.92,17.6,32.75,63.06,44.3,56.27,0.0,221.38,890.38,0.0,694.92
18.05,38.75,127.12,909.31,20.84,12.52,20.04,34.35,70.67,38.24,44.53,0.0,382.59,746.59,0.0,278.4
19.74,35.5,127.25,924.06,19.22,11.97,18.75,38.0,71.19,43.01,27.71,0.0,316.8,446.24,0.0,57.47
20.99,32.75,114.06,939.56,17.29,11.28,19.45,43.82,71.49,41.0,0.0,0.0,436.63,0.0,0.0,123.08
21.77,31.38,97.44,935.06,15.7,10.01,18.79,53.47,76.85,43.31,0.0,0.0,368.87,0.0,0.0,240.09
22.06,31.62,74.56,923.44,15.2,9.12,18.06,57.36,80.44,45.24,0.0,0.0,268.03,0.0,0.0,297.04
21.73,33.25,55.44,877.25,13.92,9.23,20.22,63.09,80.23,38.7,0.0,0.0,254.21,0.0,0.0,226.09
20.75,34.62,44.19,740.81,12.71,8.12,18.19,69.71,93.32,46.62,0.0,0.0,138.62,0.0,0.0,84.17
19.18,38.12,27.62,444.81,11.98,9.48,17.03,71.09,86.14,52.2,0.0,38.72,47.43,0.0,36.36,32.59
17.31,43.75,0.0,0.0,11.2,10.29,16.76,71.87,82.53,52.5,0.0,122.8,0.0,0.0,275.86,0.0
15.98,52.25,0.0,0.0,10.13,12.38,15.34,76.17,72.46,58.97,0.0,146.47,0.0,0.0,703.35,0.0
14.97,58.5,0.0,0.0,9.37,15.31,15.05,79.03,55.41,60.0,0.0,111.88,0.0,0.0,898.79,0.0
13.91,63.12,0.0,0.0,9.16,17.98,14.54,80.68,43.15,59.16,0.0,227.79,0.0,0.0,715.02,0.0
12.88,68.75,0.0,0.0,8.44,19.8,13.75,91.29,38.93,61.29,0.0,376.17,0.0,0.0,273.73,0.0
12.0,71.0,0.0,0.0,9.14,18.94,11.92,88.32,42.44,76.44,37.83,321.18,0.0,35.53,58.27,0.0
11.14,72.25,0.0,0.0,10.16,19.12,11.62,83.27,42.0,84.23,121.74,426.94,0.0,273.49,120.35,0.0
10.24,75.5,0.0,0.0,12.58,18.95,12.14,71.42,42.85,82.73,148.71,373.03,0.0,714.08,242.79,0.0
9.59,77.62,0.0,0.0,15.58,18.71,10.85,54.4,43.31,89.95,114.09,281.82,0.0,916.58,312.33,0.0
9.09,81.12,0.0,0.0,18.18,19.64,10.39,42.57,40.47,91.77,230.99,244.35,0.0,725.07,217.32,0.0
8.71,89.25,0.0,0.0,19.67,18.17,12.4,39.28,46.69,79.03,372.96,138.44,0.0,271.4,84.05,0.0
8.85,90.5,36.94,34.69,19.03,16.96,13.18,42.16,52.47,78.83,323.37,47.18,50.55,58.66,32.42,62.3
10.06,84.0,120.69,271.12,18.96,16.16,14.11,42.5,55.0,78.46,422.09,0.0,102.18,118.99,0.0,54.58
12.76,70.38,150.94,724.81,19.02,14.99,14.97,42.61,60.54,65.35,375.11,0.0,54.27,244.15,0.0,4.4
