Outdoor Drybulb Temperature [C],Outdoor Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Outdoor Relative Humidity [%],12h Prediction Outdoor Relative Humidity [%],24h Prediction Outdoor Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
21.6,34.88,4.25,23.5,12.94,2.92,11.05,56.94,95.01,49.68,0.0,0.0,4.75,0.0,0.0,20.01
20.12,38.5,0.0,0.0,10.94,2.58,10.63,67.51,92.41,55.81,0.0,11.13,0.0,0.0,82.83,0.0
18.73,41.25,0.0,0.0,8.96,3.16,9.51,76.61,91.35,63.16,0.0,54.05,0.0,0.0,427.76,0.0
17.32,43.88,0.0,0.0,6.84,6.64,8.27,81.87,71.89,66.9,0.0,89.51,0.0,0.0,671.89,0.0
15.86,48.12,0.0,0.0,5.03,8.58,7.51,86.41,60.54,67.62,0.0,101.25,0.0,0.0,751.2,0.0
14.43,52.5,0.0,0.0,3.84,10.47,5.74,95.2,50.95,76.02,0.0,112.74,0.0,0.0,771.62,0.0
13.03,56.5,0.0,0.0,2.88,13.03,3.86,95.31,41.38,87.37,0.0,136.51,0.0,0.0,811.43,0.0
11.19,66.12,0.0,0.0,2.54,14.65,3.55,92.71,37.09,88.93,11.1,167.3,0.0,82.57,763.83,0.0
8.96,76.62,0.0,0.0,3.48,15.06,4.11,89.36,36.04,85.0,55.33,161.18,0.0,437.94,688.63,0.0
6.66,83.12,0.0,0.0,6.33,14.87,4.52,73.57,37.0,81.56,87.6,137.46,0.0,657.54,601.15,0.0
5.05,86.25,0.0,0.0,8.57,14.48,3.45,60.58,38.13,86.73,101.18,101.64,0.0,750.73,509.14,0.0
3.85,95.12,0.0,0.0,10.69,13.5,2.62,50.16,41.02,90.12,114.59,56.5,0.0,784.28,288.02,0.0
2.84,95.62,0.0,0.0,12.88,11.23,3.22,41.81,49.03,86.8,135.13,4.81,0.0,803.21,20.28,0.0
2.5,93.0,11.06,82.31,14.35,10.31,3.84,37.92,57.16,81.5,163.87,0.0,16.27,748.17,0.0,2.18
3.75,87.38,56.62,448.12,14.93,9.2,5.09,36.39,64.64,74.34,159.65,0.0,77.2,682.09,0.0,8.89
6.06,75.25,85.69,643.19,14.94,8.03,4.49,36.81,68.08,78.56,138.17,0.0,111.96,604.27,0.0,8.93
8.56,60.62,101.12,750.25,14.46,7.1,7.43,38.19,69.75,61.87,101.47,0.0,258.72,508.32,0.0,70.42
10.88,49.38,116.44,796.94,13.32,5.67,8.29,41.57,76.38,57.89,55.78,0.0,288.13,284.36,0.0,184.62
12.76,42.25,133.75,795.0,11.33,4.2,10.34,48.71,85.38,48.33,4.85,0.0,279.7,20.42,0.0,343.57
14.09,38.75,160.44,732.5,10.15,3.74,13.2,57.83,87.78,38.28,0.0,0.0,221.28,0.0,0.0,584.35
14.81,36.75,158.12,675.56,9.04,3.85,15.9,65.38,86.63,32.35,0.0,0.0,172.3,0.0,0.0,758.36
15.0,36.62,138.88,607.38,7.91,3.89,16.54,68.66,85.59,31.71,0.0,0.0,169.24,0.0,0.0,516.7
14.44,38.25,101.31,507.5,6.89,3.29,17.12,70.82,87.74,29.93,0.0,0.0,135.54,0.0,0.0,368.14
13.16,42.12,55.06,280.69,5.64,2.84,15.47,76.57,88.75,34.19,0.0,0.0,58.7,0.0,0.0,257.14
11.41,48.38,4.88,20.56,4.37,3.11,13.38,84.38,87.52,40.73,0.0,0.0,5.53,0.0,0.0,18.69
10.01,58.5,0.0,0.0,3.83,3.44,13.85,87.2,84.0,43.81,0.0,15.82,0.0,0.0,2.12,0.0
8.91,66.12,0.0,0.0,3.72,4.55,13.03,87.44,77.48,45.88,0.0,74.41,0.0,0.0,8.57,0.0
7.81,69.25,0.0,0.0,3.58,4.78,10.98,87.6,77.03,53.77,0.0,114.32,0.0,0.0,9.12,0.0
6.71,71.88,0.0,0.0,3.21,7.01,10.7,88.24,63.88,54.31,0.0,251.3,0.0,0.0,68.4,0.0
5.61,76.75,0.0,0.0,2.95,8.61,10.79,88.06,56.63,50.41,0.0,294.97,0.0,0.0,189.0,0.0
4.51,83.38,0.0,0.0,3.05,10.84,8.52,87.89,46.72,58.57,0.0,290.41,0.0,0.0,356.73,0.0
3.91,86.62,0.0,0.0,3.23,13.39,7.88,85.25,37.76,59.05,15.6,224.42,0.0,2.09,592.65,0.0
3.61,88.25,0.0,0.0,4.27,15.74,6.07,79.05,32.73,66.48,73.01,170.34,0.0,8.41,749.74,0.0
3.31,89.62,0.0,0.0,4.92,16.61,5.96,76.27,31.55,65.29,115.51,170.15,0.0,9.22,519.48,0.0
3.14,88.75,0.0,0.0,6.79,16.88,2.97,64.88,30.46,81.16,247.59,133.27,0.0,67.39,361.97,0.0
3.04,87.38,0.0,0.0,8.76,15.62,2.6,56.01,33.85,82.52,298.39,59.32,0.0,191.19,259.85,0.0
3.0,88.25,0.0,0.0,11.09,13.85,2.55,45.92,39.43,87.16,295.77,5.74,0.0,363.3,19.37,0.0
3.06,86.5,15.38,2.06,13.49,13.48,1.04,37.51,45.03,100.0,225.99,0.0,9.66,596.79,0.0,94.19
4.04,80.62,71.62,8.25,15.66,12.62,3.08,32.93,47.32,96.33,169.36,0.0,53.63,745.43,0.0,485.45
5.04,75.5,116.69,9.31,16.65,11.17,5.98,31.46,53.07,84.73,170.61,0.0,106.03,520.86,0.0,542.52
6.61,65.88,243.88,66.38,16.75,10.53,10.65,30.73,54.97,59.36,132.13,0.0,203.81,358.89,0.0,562.2
8.9,55.38,301.81,193.38,15.69,10.09,11.11,33.67,53.2,54.4,59.63,0.0,277.08,261.2,0.0,144.38
11.3,45.12,301.12,369.88,14.09,8.53,11.94,38.77,58.53,49.59,5.84,0.0,287.05,19.72,0.0,43.52
13.57,37.25,227.56,600.94,13.3,7.62,10.92,45.64,60.15,52.8,0.0,0.0,278.86,0.0,0.0,163.57
15.59,33.12,168.38,741.12,12.42,6.08,12.06,48.03,66.43,48.19,0.0,0.0,227.12,0.0,0.0,446.6
16.68,31.38,171.06,522.25,11.26,5.35,14.63,52.73,68.39,37.48,0.0,0.0,227.53,0.0,0.0,429.41
16.65,31.0,131.0,355.81,10.45,3.43,12.56,55.29,78.64,41.62,0.0,0.0,97.75,0.0,0.0,566.37
15.75,33.5,59.94,262.56,9.74,2.89,13.75,54.6,80.89,38.08,0.0,0.0,53.57,0.0,0.0,526.46
14.3,38.12,5.94,20.06,8.54,2.57,12.96,58.52,87.02,38.63,0.0,0.0,11.81,0.0,0.0,41.92
13.14,46.25,0.0,0.0,7.5,1.71,10.8,60.7,99.32,47.5,0.0,10.17,0.0,0.0,99.22,0.0
12.24,48.75,0.0,0.0,6.09,3.61,8.12,66.41,92.92,60.15,0.0,55.84,0.0,0.0,505.5,0.0
11.34,52.38,0.0,0.0,5.05,6.52,7.14,69.95,81.74,62.63,0.0,110.39,0.0,0.0,564.82,0.0
10.38,55.62,0.0,0.0,3.66,10.3,5.04,77.38,60.93,69.68,0.0,198.93,0.0,0.0,548.76,0.0
9.44,56.0,0.0,0.0,3.04,11.36,4.68,80.07,53.45,68.07,0.0,282.29,0.0,0.0,147.1,0.0
8.54,58.5,0.0,0.0,2.58,11.92,3.71,86.95,49.67,73.13,0.0,286.59,0.0,0.0,43.45,0.0
7.39,61.25,0.0,0.0,2.05,11.56,2.17,97.04,50.59,81.3,10.43,292.87,0.0,101.73,171.78,0.0
6.09,66.38,0.0,0.0,3.88,12.57,1.75,91.21,46.53,80.51,56.95,236.16,0.0,515.53,464.36,0.0
4.79,71.5,0.0,0.0,6.78,14.1,-1.05,80.25,38.99,92.09,112.57,219.64,0.0,575.97,414.51,0.0
3.86,76.12,0.0,0.0,10.12,13.15,-0.77,61.72,40.0,83.92,196.5,102.25,0.0,542.03,592.43,0.0
3.16,79.25,0.0,0.0,11.49,13.43,-1.53,52.98,38.98,84.53,284.89,52.41,0.0,148.45,515.07,0.0
2.59,86.88,0.0,0.0,11.91,12.36,-2.17,49.71,40.44,89.04,286.35,11.35,0.0,43.42,40.27,0.0
2.34,94.75,10.69,104.25,11.88,10.55,-0.52,49.48,48.37,80.32,299.88,0.0,18.48,175.89,0.0,45.91
4.11,89.5,58.06,525.56,12.83,8.54,0.09,45.71,58.45,83.93,240.67,0.0,89.51,473.24,0.0,239.29
7.01,78.75,114.75,587.12,13.84,7.34,1.57,39.75,61.76,83.62,215.7,0.0,149.31,407.07,0.0,329.66
9.97,62.5,194.06,535.31,13.45,5.6,4.78,39.19,67.09,68.06,104.5,0.0,213.52,605.47,0.0,432.07
11.6,52.5,287.5,149.81,13.28,4.7,5.61,39.43,67.97,65.29,51.83,0.0,199.86,509.38,0.0,478.53
11.9,49.75,286.12,43.38,12.06,3.51,9.28,41.35,74.19,51.71,11.11,0.0,236.93,39.45,0.0,576.3
12.15,48.38,306.88,180.0,10.43,2.21,10.48,48.81,81.09,48.48,0.0,0.0,223.64,0.0,0.0,566.59
13.05,44.88,245.19,482.12,8.75,1.47,12.29,57.6,82.19,43.47,0.0,0.0,259.43,0.0,0.0,464.54
13.62,40.5,211.75,399.62,7.44,-0.41,10.71,61.32,88.24,52.5,0.0,0.0,208.18,0.0,0.0,273.26
13.7,38.38,106.75,618.5,5.88,-0.67,10.03,65.79,83.33,56.84,0.0,0.0,159.36,0.0,0.0,156.64
13.14,39.88,51.25,503.69,4.71,-1.31,9.64,67.93,83.27,58.01,0.0,0.0,76.34,0.0,0.0,79.7
11.8,42.25,10.88,38.62,3.41,-1.85,6.71,74.72,87.08,67.39,0.0,0.0,5.69,0.0,0.0,5.24
10.32,49.25,0.0,0.0,2.22,-1.1,7.45,80.99,83.97,70.29,0.0,17.77,0.0,0.0,44.15,0.0
8.93,56.75,0.0,0.0,1.33,-0.14,6.14,83.04,85.34,82.35,0.0,88.1,0.0,0.0,235.52,0.0
7.53,60.88,0.0,0.0,-0.09,1.74,7.06,86.31,82.62,74.95,0.0,151.18,0.0,0.0,333.8,0.0
6.12,64.5,0.0,0.0,-0.62,4.56,4.66,83.04,69.15,90.28,0.0,210.29,0.0,0.0,425.54,0.0
4.72,67.88,0.0,0.0,-1.2,6.23,6.04,82.63,62.65,82.9,0.0,209.52,0.0,0.0,501.67,0.0
3.33,75.25,0.0,0.0,-1.69,9.08,3.97,86.1,52.48,96.51,0.0,233.59,0.0,0.0,568.18,0.0
2.24,80.88,0.0,0.0,-1.39,10.47,5.3,85.79,48.49,80.95,17.42,223.6,0.0,43.26,566.49,0.0
1.21,83.88,0.0,0.0,-0.25,11.85,5.26,86.04,44.93,77.36,87.39,251.78,0.0,233.63,450.83,0.0
0.18,84.38,0.0,0.0,1.83,11.19,4.59,82.12,50.81,83.93,152.12,215.87,0.0,335.87,283.35,0.0
-0.58,82.75,0.0,0.0,4.45,10.55,4.03,69.7,54.86,89.63,208.68,165.81,0.0,422.27,162.98,0.0
-1.11,82.0,0.0,0.0,6.54,9.67,5.09,61.32,57.88,81.4,214.36,76.52,0.0,513.24,79.88,0.0
-1.55,85.12,0.0,0.0,8.98,7.33,5.58,52.86,64.63,81.86,231.92,5.97,0.0,564.12,5.49,0.0
-1.64,87.62,17.06,42.38,10.47,7.19,4.73,48.5,71.65,91.22,223.58,0.0,15.13,566.43,0.0,74.51
-0.35,86.75,86.69,231.75,11.63,6.32,7.0,45.65,81.3,80.08,247.95,0.0,74.34,443.97,0.0,441.0
1.9,81.62,153.06,337.94,11.43,6.54,9.92,49.96,77.97,68.23,219.72,0.0,118.18,288.39,0.0,664.92
4.36,70.25,207.06,419.0,10.82,5.17,12.99,53.87,87.2,52.62,169.03,0.0,192.27,166.14,0.0,586.61
6.8,60.0,219.19,524.81,9.69,5.6,15.64,57.82,85.7,40.46,76.6,0.0,316.16,79.97,0.0,348.2
8.89,53.25,230.25,560.06,7.64,4.38,15.26,63.26,93.88,41.91,6.11,0.0,320.22,5.62,0.0,193.03
10.47,48.5,223.56,566.38,7.06,4.9,17.58,72.32,83.35,41.93,0.0,0.0,361.18,0.0,0.0,107.81
11.44,46.38,244.12,437.12,6.41,4.87,18.13,80.77,79.68,38.04,0.0,0.0,316.65,0.0,0.0,73.21
11.64,49.12,223.56,293.44,6.27,4.54,15.43,79.49,84.22,40.57,0.0,0.0,178.59,0.0,0.0,12.94
11.04,52.88,172.25,169.31,5.43,4.27,16.02,85.66,88.12,43.65,0.0,0.0,96.23,0.0,0.0,0.8
9.7,57.75,76.69,80.06,5.38,4.78,12.39,87.1,83.26,70.05,0.0,0.0,15.14,0.0,0.0,0.0
7.91,61.88,6.25,5.75,4.58,5.02,12.4,92.56,85.43,76.84,0.0,0.0,1.72,0.0,0.0,0.0
6.95,73.0,0.0,0.0,4.71,4.68,12.71,84.55,91.61,74.65,0.0,15.06,0.0,0.0,74.19,0.0
6.49,80.25,0.0,0.0,4.67,6.68,10.56,80.84,81.98,85.14,0.0,72.73,0.0,0.0,431.44,0.0
6.05,81.0,0.0,0.0,4.52,9.72,11.93,84.36,69.24,76.85,0.0,116.53,0.0,0.0,655.65,0.0
5.65,84.12,0.0,0.0,4.4,12.76,10.73,87.37,53.5,83.21,0.0,189.26,0.0,0.0,577.43,0.0
5.19,88.5,0.0,0.0,4.63,15.13,8.93,84.19,42.04,91.66,0.0,305.48,0.0,0.0,336.45,0.0
4.75,91.25,0.0,0.0,4.74,15.64,10.5,87.21,40.83,79.0,0.0,329.42,0.0,0.0,198.57,0.0
4.54,85.75,0.0,0.0,4.65,17.07,8.27,91.81,43.59,89.76,15.03,348.84,0.0,74.04,104.12,0.0
4.5,82.0,0.0,0.0,6.53,17.45,9.42,82.93,40.08,78.77,71.93,302.67,0.0,426.66,69.98,0.0
4.5,84.5,0.0,0.0,9.62,15.9,8.52,69.75,39.29,81.01,115.7,185.08,0.0,651.02,13.41,0.0
4.5,86.62,0.0,0.0,12.65,15.56,8.26,53.94,45.2,80.26,187.75,93.24,0.0,572.84,0.77,0.0
4.5,85.12,0.0,0.0,14.88,12.92,7.72,42.83,67.59,82.26,300.15,15.76,0.0,330.57,0.0,0.0
4.5,89.0,0.0,0.0,15.83,12.3,8.18,40.29,77.42,78.42,334.02,1.7,0.0,201.35,0.0,0.0
4.62,92.0,15.0,73.88,16.81,12.16,7.06,44.42,77.83,80.58,342.67,0.0,9.12,102.28,0.0,0.0
6.39,83.88,71.12,421.88,17.11,10.92,8.87,41.1,83.07,67.7,295.68,0.0,65.2,68.37,0.0,94.94
9.53,70.25,114.88,646.38,16.14,11.37,9.53,38.64,80.17,69.2,188.32,0.0,141.44,13.65,0.0,456.05
12.55,54.38,186.25,568.25,15.33,10.59,12.5,45.98,84.11,55.87,91.75,0.0,192.0,0.76,0.0,517.46
14.66,43.62,294.81,324.69,13.18,9.48,15.69,66.35,88.33,42.48,16.07,0.0,299.71,0.0,0.0,308.04
15.99,39.75,338.62,204.12,12.24,10.01,15.88,77.71,82.0,42.6,1.7,0.0,218.38,0.0,0.0,673.84
16.59,45.25,336.5,100.44,11.89,8.67,19.59,79.41,87.38,32.43,0.0,0.0,271.61,0.0,0.0,544.62
16.82,42.12,288.69,66.75,11.1,8.91,18.32,82.04,81.88,34.13,0.0,0.0,202.26,0.0,0.0,120.55
16.34,38.0,191.56,13.88,11.09,8.2,17.59,81.84,83.0,41.52,0.0,0.0,90.76,0.0,0.0,7.42
15.13,46.75,90.25,0.75,10.51,7.87,17.76,84.55,82.63,50.58,0.0,0.0,103.16,0.0,0.0,0.0
13.41,65.12,16.38,0.0,9.76,7.49,15.42,86.66,83.63,73.85,0.0,0.0,52.76,0.0,0.0,0.0
12.2,78.0,1.69,0.0,9.76,7.64,13.75,83.5,81.71,83.67,0.0,0.0,4.51,0.0,0.0,0.0
11.65,81.0,0.0,0.0,8.86,7.11,12.35,86.19,80.29,87.24,0.0,9.16,0.0,0.0,0.0,0.0
11.25,81.0,0.0,0.0,8.65,8.23,12.39,83.44,71.1,84.36,0.0,62.48,0.0,0.0,90.97,0.0
10.85,83.5,0.0,0.0,8.03,9.72,12.4,84.0,68.29,81.53,0.0,143.41,0.0,0.0,462.4,0.0
10.45,85.0,0.0,0.0,7.68,12.75,11.07,83.81,54.93,86.51,0.0,195.44,0.0,0.0,526.73,0.0
9.99,85.0,0.0,0.0,7.38,15.22,12.08,84.31,43.99,77.46,0.0,290.38,0.0,0.0,298.46,0.0
9.55,85.0,0.0,0.0,7.37,16.4,11.09,83.36,41.11,80.37,0.0,227.25,0.0,0.0,701.2,0.0
9.03,85.0,0.0,0.0,7.14,19.17,10.3,80.14,33.47,74.73,9.17,263.93,0.0,0.0,529.21,0.0
8.43,85.0,0.0,0.0,7.91,18.7,9.02,72.8,33.25,79.03,61.11,208.03,0.0,88.99,124.0,0.0
7.89,85.0,0.0,0.0,9.82,17.72,7.53,67.84,41.13,87.13,144.4,91.63,0.0,465.58,7.49,0.0
7.51,85.0,0.0,0.0,12.87,17.08,9.06,54.47,53.29,73.54,197.16,98.61,0.0,531.36,0.0,0.0
7.28,85.0,0.0,0.0,14.99,15.3,7.95,44.75,74.48,79.79,285.72,52.32,0.0,293.67,0.0,0.0
7.14,85.0,0.0,0.0,16.66,13.92,8.32,40.36,82.71,77.12,231.69,4.57,0.0,714.88,0.0,0.0
7.16,80.0,9.19,0.0,18.96,12.89,7.29,33.98,84.12,82.85,260.09,0.0,12.92,521.51,0.0,0.0
7.64,74.5,59.75,87.0,18.89,12.68,7.43,32.82,82.68,85.06,210.92,0.0,65.66,125.72,0.0,0.0
9.9,67.38,145.38,468.75,17.78,12.45,8.53,40.94,81.26,80.33,92.06,0.0,123.94,7.52,0.0,2.28
12.97,54.0,198.88,536.0,16.74,11.55,8.11,54.65,83.76,86.98,96.33,0.0,182.82,0.0,0.0,9.07
14.79,45.5,281.06,288.88,15.24,11.77,10.96,74.8,79.23,74.71,52.1,0.0,223.68,0.0,0.0,5.99
16.89,39.62,236.12,728.56,14.0,11.04,10.63,82.23,80.69,68.02,4.59,0.0,244.75,0.0,0.0,11.77
18.78,34.5,256.25,513.81,13.16,10.3,11.44,82.56,74.74,51.72,0.0,0.0,289.35,0.0,0.0,30.31
19.05,32.38,213.81,127.44,12.83,9.24,11.77,81.84,77.82,46.6,0.0,0.0,212.91,0.0,0.0,24.83
17.84,40.75,92.5,7.56,12.47,7.93,12.99,81.13,84.82,43.17,0.0,0.0,260.51,0.0,0.0,89.29
16.45,56.0,94.06,0.0,11.79,8.38,11.53,82.38,77.52,48.85,0.0,0.0,171.76,0.0,0.0,113.53
15.19,75.12,51.88,0.0,11.62,7.72,11.45,80.11,81.14,49.69,0.0,0.0,82.27,0.0,0.0,94.64
14.07,81.75,4.62,0.0,11.01,7.74,10.22,80.84,80.56,56.82,0.0,0.0,7.15,0.0,0.0,6.92
13.39,81.0,0.0,0.0,10.3,7.19,11.69,74.74,83.42,51.78,0.0,12.84,0.0,0.0,0.0,0.0
12.95,81.0,0.0,0.0,9.35,7.52,10.54,77.22,84.53,57.52,0.0,66.08,0.0,0.0,0.0,0.0
12.49,81.0,0.0,0.0,8.12,8.43,10.06,83.66,80.92,61.61,0.0,123.06,0.0,0.0,2.27,0.0
11.99,81.0,0.0,0.0,8.03,8.72,7.77,79.51,83.49,77.11,0.0,191.57,0.0,0.0,9.51,0.0
11.49,81.0,0.0,0.0,7.61,10.5,9.46,81.82,77.36,66.4,0.0,216.75,0.0,0.0,5.81,0.0
10.99,81.0,0.0,0.0,7.46,10.62,7.09,82.28,68.07,76.17,0.0,244.56,0.0,0.0,11.76,0.0
12.36,62.75,0.0,0.0,4.29,11.94,5.08,98.59,63.12,89.54,46.26,176.36,0.0,504.84,791.68,0.0
10.0,73.5,0.0,0.0,5.77,12.85,3.3,97.16,59.45,100.0,70.28,166.17,0.0,725.26,808.29,0.0
7.66,78.12,0.0,0.0,6.95,12.39,3.98,92.68,61.39,100.0,88.53,130.17,0.0,794.06,751.72,0.0
5.67,85.62,0.0,0.0,8.84,11.96,5.91,76.09,61.85,92.05,126.72,97.68,0.0,825.34,691.39,0.0
4.25,95.25,0.0,0.0,9.85,11.1,6.34,68.72,64.66,91.92,157.0,67.17,0.0,785.06,564.18,0.0
3.61,99.62,8.56,91.5,10.98,10.18,6.41,64.38,69.15,91.51,172.06,34.24,4.39,784.85,319.56,0.0
4.12,100.0,45.62,497.81,11.92,8.01,7.07,63.18,83.04,85.87,176.18,0.0,28.39,790.87,0.0,0.0
5.5,99.38,68.75,709.44,12.55,7.51,7.35,60.78,85.4,84.05,162.74,0.0,66.04,791.62,0.0,0.0
7.1,91.5,89.69,804.44,12.36,6.12,5.79,61.51,93.08,96.24,129.93,0.0,87.03,750.33,0.0,0.0
8.7,77.0,125.25,815.75,11.94,5.47,7.71,61.92,94.91,87.39,97.56,0.0,127.32,690.54,0.0,0.0
10.11,67.25,160.5,802.56,11.05,4.32,7.47,64.89,100.0,96.71,66.93,0.0,131.52,562.19,0.0,0.0
11.22,63.12,175.56,800.81,9.9,3.57,9.81,70.57,100.0,88.15,33.59,0.0,146.96,313.47,0.0,0.0
11.91,63.25,176.0,790.06,8.06,4.47,10.27,82.77,93.83,87.46,0.0,0.0,139.15,0.0,0.0,0.0
12.29,62.12,159.31,774.94,7.23,3.99,9.91,87.14,100.0,92.77,0.0,0.0,113.29,0.0,0.0,0.0
12.34,61.62,129.69,748.94,6.16,4.65,10.84,92.79,100.0,87.08,0.0,0.0,101.48,0.0,0.0,0.0
11.93,62.0,97.44,689.69,5.4,5.89,10.54,95.39,92.15,88.76,0.0,0.0,73.15,0.0,0.0,0.0
11.01,65.12,66.69,560.19,4.42,6.35,10.99,99.57,91.9,85.98,0.0,0.0,43.49,0.0,0.0,0.0
9.66,72.0,32.94,307.38,3.64,6.49,12.12,100.0,91.01,76.27,0.0,4.42,18.49,0.0,0.0,0.0
8.1,82.5,0.0,0.0,4.16,7.02,10.39,95.98,86.19,85.54,0.0,28.29,0.0,0.0,0.0,0.0
7.0,88.88,0.0,0.0,4.34,7.27,10.5,100.0,84.52,84.98,0.0,65.68,0.0,0.0,0.0,0.0
6.2,92.5,0.0,0.0,4.99,6.49,9.27,99.09,91.87,91.97,0.0,91.86,0.0,0.0,0.0,0.0
5.34,95.88,0.0,0.0,5.89,7.59,9.22,92.2,88.19,90.59,0.0,126.19,0.0,0.0,0.0,0.0
4.5,98.88,0.0,0.0,6.35,8.08,11.0,91.89,92.86,77.52,0.0,137.76,0.0,0.0,0.0,0.0
3.7,100.0,0.0,0.0,6.53,9.95,9.19,90.75,87.32,84.43,4.43,148.38,0.0,0.0,0.0,0.0
3.9,98.12,0.0,0.0,6.99,10.47,9.17,86.34,86.23,78.0,28.24,141.23,0.0,0.0,0.0,0.0
4.64,97.62,0.0,0.0,7.23,10.55,5.06,84.76,88.88,92.74,65.49,118.99,0.0,0.0,0.0,0.0
5.28,96.75,0.0,0.0,6.84,11.23,5.62,89.69,84.79,79.54,94.27,104.46,0.0,0.0,0.0,0.0
5.88,92.25,0.0,0.0,7.52,10.98,2.88,88.6,86.13,94.47,125.63,75.6,0.0,0.0,0.0,0.0
6.35,91.88,0.0,0.0,8.38,11.07,1.3,90.93,85.49,100.0,140.88,43.75,0.0,0.0,0.0,0.0
6.56,90.5,4.44,0.0,10.01,11.59,1.6,86.91,79.38,96.96,149.1,17.84,8.01,0.0,0.0,102.88
6.97,86.5,28.19,0.0,10.57,10.56,2.46,85.62,84.52,87.72,142.27,0.0,39.94,0.0,0.0,562.04
7.2,85.0,65.31,0.0,10.87,10.5,5.12,86.94,84.99,68.83,121.84,0.0,58.56,0.0,0.0,838.43
7.14,87.5,96.69,0.0,11.42,9.85,5.32,83.64,88.49,67.37,105.95,0.0,69.93,0.0,0.0,815.77
7.47,89.0,125.06,0.0,11.2,9.68,9.04,84.81,87.79,48.76,76.83,0.0,119.04,0.0,0.0,944.63
8.64,89.0,144.0,0.0,11.11,10.38,8.67,85.24,81.26,48.01,43.87,0.0,137.21,0.0,0.0,810.34
10.07,86.5,149.81,0.0,11.33,9.36,9.75,80.94,83.46,45.21,17.51,0.0,162.93,0.0,0.0,779.59
10.66,85.0,143.31,0.0,10.65,8.71,11.13,84.01,80.75,43.44,0.0,0.0,178.24,0.0,0.0,793.09
11.14,85.0,124.69,0.0,10.5,5.7,10.93,84.99,88.87,45.19,0.0,0.0,152.77,0.0,0.0,745.34
11.59,82.5,107.44,0.0,10.13,5.17,12.34,86.74,82.27,41.04,0.0,0.0,128.96,0.0,0.0,820.79
11.39,83.5,78.06,0.0,9.91,3.23,12.4,86.4,92.24,40.95,0.0,0.0,95.68,0.0,0.0,802.2
11.14,85.0,44.0,0.0,10.07,1.94,10.53,83.13,97.28,47.36,0.0,0.0,62.56,0.0,0.0,618.95
11.1,82.5,17.19,0.0,9.44,1.85,7.88,82.98,95.29,58.33,0.0,8.16,31.53,0.0,104.78,306.65
10.72,83.5,0.0,0.0,8.48,2.61,7.04,82.12,86.8,59.38,0.0,40.37,0.0,0.0,568.17,0.0
10.5,85.0,0.0,0.0,6.02,4.67,6.46,86.94,71.17,61.85,0.0,56.81,0.0,0.0,813.41,0.0
10.38,85.0,0.0,0.0,4.94,5.69,4.29,83.63,65.68,72.4,0.0,71.87,0.0,0.0,838.42,0.0
10.11,85.0,0.0,0.0,3.4,8.34,4.12,91.12,51.44,70.04,0.0,113.67,0.0,0.0,902.06,0.0
9.81,85.0,0.0,0.0,2.26,8.93,3.93,95.14,47.13,65.29,0.0,139.91,0.0,0.0,826.33,0.0
9.51,82.5,0.0,0.0,1.97,10.05,2.39,94.46,44.3,71.37,8.24,166.52,0.0,105.74,796.8,0.0
8.28,83.5,0.0,0.0,2.69,11.1,0.11,86.34,43.53,86.23,40.59,177.87,0.0,571.24,791.45,0.0
6.29,85.0,0.0,0.0,4.45,11.22,0.94,72.33,44.29,83.75,55.93,156.11,0.0,800.89,761.61,0.0
4.75,85.0,0.0,0.0,5.87,11.93,2.22,64.84,42.33,75.03,72.84,125.36,0.0,849.74,797.84,0.0
3.55,90.0,0.0,0.0,8.0,11.74,1.56,52.78,43.1,76.8,110.99,91.53,0.0,880.78,767.41,0.0
2.54,93.0,0.0,0.0,9.07,10.36,3.28,46.69,47.93,68.08,141.27,61.84,0.0,834.32,611.82,0.0
2.08,93.62,8.31,106.69,10.19,8.39,0.96,43.84,56.36,84.75,168.32,32.76,8.84,805.4,318.67,113.03
2.75,85.88,40.81,574.31,11.08,7.17,3.62,43.57,58.81,73.44,177.68,0.0,47.11,790.63,0.0,641.76
4.26,73.5,55.06,788.38,11.36,6.23,7.99,43.83,62.92,56.17,157.77,0.0,69.36,769.75,0.0,923.65
6.03,64.0,73.81,861.06,11.72,4.58,11.51,42.97,70.95,45.9,123.55,0.0,82.82,786.36,0.0,1022.17
7.7,54.12,108.31,859.5,11.4,3.91,13.08,44.18,71.15,37.55,89.45,0.0,101.72,750.01,0.0,896.17
9.18,46.25,142.62,842.31,10.28,3.25,15.17,48.21,68.84,32.19,61.48,0.0,237.8,608.25,0.0,619.41
10.32,43.38,170.12,814.0,8.64,1.94,17.66,55.37,73.88,27.96,33.38,0.0,402.3,324.68,0.0,183.13
11.07,43.62,177.5,789.81,7.24,0.75,17.18,58.53,82.62,29.7,0.0,0.0,388.24,0.0,0.0,186.37
11.49,43.38,159.44,777.88,6.11,1.36,19.03,63.46,81.38,26.07,0.0,0.0,393.11,0.0,0.0,272.11
